ID,Gene.symbol,Gene.title,log2_fold_change,.-log10(Pvalue)(Infiltrating ductal carcinoma vs Normal),adj.P.Val
217232_x_at,HBB,hemoglobin subunit beta,-1.473,5.632,0.00000936
217309_s_at,DSCR3,DSCR3 arrestin fold containing,0.718,3.2,0.0139
217322_x_at,,,0.677,2.873,#N/D
217388_s_at,KYNU,kynureninase,1.019,3.443,0.00457
217398_x_at,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,0.572,2.713,0.0149
217414_x_at,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,-1.536,6.367,0.000000154
217428_s_at,COL10A1,collagen type X alpha 1 chain,1.327,5.635,0.000198
217436_x_at,HLA-J,"major histocompatibility complex, class I, J (pseudogene)",0.963,3.877,0.0043
217437_s_at,TACC1,transforming acidic coiled-coil containing protein 1,-0.945,3.382,0.00142
217504_at,ABCA6,ATP binding cassette subfamily A member 6,-0.585,2.537,0.0417
217526_at,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein,0.739,2.74,0.0302
217551_at,OR7E14P,olfactory receptor family 7 subfamily E member 14 pseudogene,-0.515,2.592,0.0383
217586_x_at,,,0.592,2.472,#N/D
217620_s_at,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",0.794,2.596,0.0381
217672_x_at,EIF1,eukaryotic translation initiation factor 1,-0.586,2.5,0.0442
217701_x_at,,,0.732,3.583,#N/D
217709_at,,,0.601,2.549,#N/D
217714_x_at,MIR3917///STMN1,microRNA 3917///stathmin 1,0.675,4.05,0.00319
217730_at,MIR6513///TMBIM1,microRNA 6513///transmembrane BAX inhibitor motif containing 1,-0.871,2.545,0.0411
217771_at,GOLM1,golgi membrane protein 1,1.376,6.452,0.0000417
217776_at,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis),1.165,5.204,0.000418
217781_s_at,ZNF106,zinc finger protein 106,-0.898,4.379,0.00177
217794_at,PRR13,proline rich 13,1.343,6.301,0.0000565
217809_at,BZW2,basic leucine zipper and W2 domains 2,0.996,5.016,0.000568
217812_at,YTHDF2,YTH N6-methyladenosine RNA binding protein 2,0.455,2.474,0.0461
217814_at,CCDC47,coiled-coil domain containing 47,0.651,3.079,0.0171
217820_s_at,ENAH,enabled homolog (Drosophila),0.613,4.897,0.000703
217823_s_at,UBE2J1,ubiquitin conjugating enzyme E2 J1,0.555,2.434,0.0489
217842_at,C7orf55-LUC7L2///LUC7L2,"C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor",1.105,2.792,0.0278
217844_at,CTDSP1,CTD small phosphatase 1,-0.589,2.701,0.0318
217850_at,SNORD19B///GNL3,"small nucleolar RNA, C/D box 19B///G protein nucleolar 3",0.612,3.419,0.00964
217851_s_at,PRELID3B,PRELI domain containing 3B,1.406,4.393,0.00172
217853_at,TNS3,tensin 3,-0.897,2.764,0.029
217865_at,RNF130,ring finger protein 130,-0.896,2.525,0.0425
217871_s_at,MIF,macrophage migration inhibitory factor (glycosylation-inhibiting factor),0.707,4.333,0.00192
217947_at,CMTM6,CKLF like MARVEL transmembrane domain containing 6,0.433,2.727,0.0306
217971_at,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",0.731,2.728,0.0306
217979_at,TSPAN13,tetraspanin 13,0.6,4.541,0.00131
217986_s_at,BAZ1A,bromodomain adjacent to zinc finger domain 1A,1.198,5.208,0.000417
218002_s_at,CXCL14,C-X-C motif chemokine ligand 14,-1.015,2.746,0.03
218009_s_at,PRC1,protein regulator of cytokinesis 1,1.882,7.086,0.0000126
218031_s_at,FOXN3,forkhead box N3,-1.471,5.692,0.00000264
218032_at,SNN,stannin,-0.466,3.026,0.0186
218039_at,NUSAP1,nucleolar and spindle associated protein 1,0.535,3.445,0.00923
218049_s_at,MRPL13,mitochondrial ribosomal protein L13,0.915,3.261,0.0124
218053_at,PRPF40A,pre-mRNA processing factor 40 homolog A,0.721,5.78,0.00015
218082_s_at,UBP1,upstream binding protein 1 (LBP-1a),0.43,2.597,0.038
218087_s_at,SORBS1,sorbin and SH3 domain containing 1,-2.973,10.468,2.62E-08
218095_s_at,TMEM165,transmembrane protein 165,1.16,4.164,0.00264
218109_s_at,MFSD1,major facilitator superfamily domain containing 1,0.65,3.29,0.0119
218111_s_at,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,0.971,3.31,0.0115
218123_at,C21orf59,chromosome 21 open reading frame 59,0.922,4.978,0.000609
218124_at,RETSAT,retinol saturase,-0.955,5.699,0.000175
218140_x_at,SRPRB,SRP receptor beta subunit,0.502,2.488,0.045
218157_x_at,CDC42SE1,CDC42 small effector 1,0.725,2.543,0.0412
218168_s_at,COQ8A,coenzyme Q8A,-1.898,9.995,6.83E-08
218175_at,CCDC92,coiled-coil domain containing 92,-1.413,6.421,0.0000442
218176_at,MAGEF1,MAGE family member F1,0.81,3.982,0.00361
218186_at,RAB25,"RAB25, member RAS oncogene family",2.051,9.096,0.000000331
218189_s_at,NANS,N-acetylneuraminate synthase,1.22,5.908,0.000117
218195_at,ARMT1,acidic residue methyltransferase 1,0.782,3.269,0.0123
218209_s_at,RPRD1A,regulation of nuclear pre-mRNA domain containing 1A,0.727,2.547,0.041
218213_s_at,TMEM258,transmembrane protein 258,0.994,2.855,0.025
218214_at,ATG101,autophagy related 101,0.693,3.056,0.0177
218237_s_at,SLC38A1,solute carrier family 38 member 1,1.842,11.85,2.13E-09
218238_at,GTPBP4,GTP binding protein 4,1.083,3.406,0.000288
218239_s_at,GTPBP4,GTP binding protein 4,0.827,5.414,0.000288
218269_at,DROSHA,drosha ribonuclease III,0.38,2.546,0.041
218279_s_at,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3",0.772,3.173,0.0145
218280_x_at,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3",0.919,2.871,0.0145
218309_at,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,0.624,3.416,0.00969
218313_s_at,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,1.136,6.249,0.0000618
218331_s_at,FAM208B,family with sequence similarity 208 member B,0.766,4.714,0.000983
218350_s_at,GMNN,"geminin, DNA replication inhibitor",0.515,3.337,0.0111
218392_x_at,SFXN1,sideroflexin 1,1.057,4.463,0.00151
218398_at,MRPS30,mitochondrial ribosomal protein S30,0.724,4.406,0.00168
218418_s_at,KANK2,KN motif and ankyrin repeat domains 2,-0.521,3.295,0.0118
218445_at,H2AFY2,H2A histone family member Y2,0.874,4.228,0.00234
218448_at,GID8,GID complex subunit 8 homolog,0.432,3.087,0.0169
218459_at,TOR3A,torsin family 3 member A,0.529,4.142,0.00274
218469_at,GREM1,"gremlin 1, DAN family BMP antagonist",0.514,2.631,0.0359
218470_at,YARS2,tyrosyl-tRNA synthetase 2,0.584,2.494,0.0446
218474_s_at,KCTD5,potassium channel tetramerization domain containing 5,0.646,3.217,0.0134
218477_at,TMEM14A,transmembrane protein 14A,1.265,3.996,0.00352
218487_at,ALAD,aminolevulinate dehydratase,-0.701,3.339,0.0111
218494_s_at,SLC2A4RG,SLC2A4 regulator,-0.547,2.722,0.0309
218496_at,RNASEH1,ribonuclease H1,-0.756,2.9,0.0233
218499_at,STK26,serine/threonine protein kinase 26,1.007,7.885,0.00000291
218502_s_at,TRPS1,transcriptional repressor GATA binding 1,1.016,8.358,0.00000127
218541_s_at,C8orf4,chromosome 8 open reading frame 4,1.245,3.443,0.00924
218542_at,CEP55,centrosomal protein 55,1.103,5.085,0.000507
218547_at,DHDDS,dehydrodolichyl diphosphate synthase subunit,-0.707,2.964,0.0208
218564_at,RFWD3,ring finger and WD repeat domain 3,0.67,2.745,0.03
218566_s_at,CHORDC1,cysteine and histidine rich domain containing 1,0.758,3.953,0.00379
218574_s_at,LMCD1,LIM and cysteine rich domains 1,-0.418,2.764,0.029
218585_s_at,DTL,denticleless E3 ubiquitin protein ligase homolog,0.986,5.836,0.000135
218586_at,MRGBP,MRG/MORF4L binding protein,0.546,2.608,0.0373
218598_at,RINT1,RAD50 interactor 1,0.785,2.569,0.0398
218604_at,LEMD3,LEM domain containing 3,0.719,4.354,0.00186
218608_at,ATP13A2,ATPase 13A2,0.606,2.726,0.0307
218625_at,NRN1,neuritin 1,-1.1,6.068,0.0000854
218640_s_at,PLEKHF2,pleckstrin homology and FYVE domain containing 2,1.062,5.884,0.000122
218651_s_at,LARP6,La ribonucleoprotein domain family member 6,-0.495,3.313,0.0115
218656_s_at,LHFP,lipoma HMGIC fusion partner,-0.772,4.507,0.00139
218665_at,FZD4,frizzled class receptor 4,-0.516,3.584,0.00724
218671_s_at,ATPIF1,ATPase inhibitory factor 1,0.523,3.208,0.0137
218677_at,S100A14,S100 calcium binding protein A14,1.251,8.467,0.00000101
218681_s_at,SDF2L1,stromal cell derived factor 2 like 1,1.249,3.522,0.00805
218684_at,LRRC8D,leucine rich repeat containing 8 family member D,0.645,3.318,0.0114
218695_at,EXOSC4,exosome component 4,0.531,3.004,0.0194
218696_at,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,0.856,4.844,0.000774
218711_s_at,SDPR,serum deprivation response,-0.86,4.566,0.00127
218715_at,UTP6,"UTP6, small subunit processome component",0.923,3.556,0.00757
218723_s_at,RGCC,regulator of cell cycle,-1.402,8.654,0.000000678
218726_at,HJURP,Holliday junction recognition protein,0.738,3.01,0.0192
218728_s_at,CNIH4,cornichon family AMPA receptor auxiliary protein 4,0.905,3.766,0.00529
218732_at,PTRH2,peptidyl-tRNA hydrolase 2,0.812,4.451,0.00155
218736_s_at,PALMD,palmdelphin,-1.854,9.081,0.000000336
218738_s_at,RNF138,ring finger protein 138,0.519,3.238,0.0129
218755_at,KIF20A,kinesin family member 20A,0.773,3.028,0.0186
218773_s_at,MSRB2,methionine sulfoxide reductase B2,-1.189,2.976,0.0203
218780_at,HOOK2,hook microtubule tethering protein 2,-0.625,2.627,0.0362
218783_at,INTS7,integrator complex subunit 7,1.171,4.695,0.00101
218807_at,VAV3,vav guanine nucleotide exchange factor 3,0.528,4.059,0.00315
218816_at,LRRC1,leucine rich repeat containing 1,0.895,3.946,0.00382
218819_at,INTS6,integrator complex subunit 6,0.59,3.029,0.0186
218826_at,SLC35F2,solute carrier family 35 member F2,-0.392,2.42,0.05
218830_at,RPL26L1,ribosomal protein L26 like 1,0.573,3.328,0.0113
218834_s_at,TMEM132A,transmembrane protein 132A,0.733,3.883,0.00427
218837_s_at,UBE2D4,ubiquitin conjugating enzyme E2 D4 (putative),-0.584,2.555,0.0405
218842_at,RPAP3,RNA polymerase II associated protein 3,0.908,3.727,0.00562
218846_at,MED23,mediator complex subunit 23,0.723,4.775,0.000877
218865_at,MARC1,mitochondrial amidoxime reducing component 1,-0.664,3.041,0.0182
218877_s_at,TRMT11,tRNA methyltransferase 11 homolog,0.872,2.964,0.0208
218888_s_at,NETO2,neuropilin and tolloid like 2,0.601,4.408,0.00167
218905_at,INTS8,integrator complex subunit 8,0.75,3.694,0.00598
218911_at,YEATS4,YEATS domain containing 4,1.093,3.339,0.0111
218924_s_at,CTBS,chitobiase,0.652,2.887,0.0238
218930_s_at,TMEM106B,transmembrane protein 106B,0.571,2.607,0.0374
218934_s_at,HSPB7,heat shock protein family B (small) member 7,-0.703,3.495,0.00841
218939_at,LETM1,leucine zipper and EF-hand containing transmembrane protein 1,0.535,2.586,0.0386
218940_at,VCPKMT,valosin containing protein lysine methyltransferase,1.042,3.288,0.0119
218947_s_at,MTPAP,mitochondrial poly(A) polymerase,0.96,4.172,0.0026
218962_s_at,TMEM168,transmembrane protein 168,0.59,2.795,0.0277
218976_at,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,0.963,3.885,0.00425
218979_at,RMI1,RecQ mediated genome instability 1,0.732,2.802,0.0273
218986_s_at,DDX60,DEXD/H-box helicase 60,0.643,3.02,0.0188
219004_s_at,MIS18A,MIS18 kinetochore protein A,0.611,2.64,0.0354
219007_at,NUP43,nucleoporin 43,0.924,3.893,0.0042
219010_at,C1orf106,chromosome 1 open reading frame 106,0.685,3.962,0.00374
219017_at,ETNK1,ethanolamine kinase 1,0.684,4.217,0.0024
219026_s_at,RASAL2,RAS protein activator like 2,0.685,2.906,0.023
219028_at,HIPK2,homeodomain interacting protein kinase 2,-1.45,6.152,0.0000744
219031_s_at,NIP7,"NIP7, nucleolar pre-rRNA processing protein",0.83,3.369,0.0105
219032_x_at,OPN3,opsin 3,0.58,2.84,0.0257
219037_at,RRP15,ribosomal RNA processing 15 homolog,0.581,3.325,0.0113
219048_at,PIGN,phosphatidylinositol glycan anchor biosynthesis class N,0.671,3.788,0.00507
219054_at,NPR3,natriuretic peptide receptor 3,-1.017,4.5,0.0014
219060_at,WDYHV1,WDYHV motif containing 1,0.806,3.255,0.0126
219064_at,ITIH5,inter-alpha-trypsin inhibitor heavy chain family member 5,-1.411,8.572,0.000000807
219075_at,YIPF2,Yip1 domain family member 2,0.679,3.142,0.0154
219083_at,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor",0.969,4.693,0.00102
219093_at,PID1,phosphotyrosine interaction domain containing 1,-1.372,5.215,0.000414
219105_x_at,ORC6,origin recognition complex subunit 6,0.585,4.457,0.00153
219117_s_at,FKBP11,FK506 binding protein 11,1.806,6.098,0.0000805
219127_at,PRR15L,proline rich 15 like,0.539,2.472,0.0461
219140_s_at,RBP4,retinol binding protein 4,-3.834,12.607,6.37E-10
219146_at,TEFM,"transcription elongation factor, mitochondrial",0.715,2.622,0.0365
219148_at,PBK,PDZ binding kinase,0.86,5.61,0.000205
219161_s_at,CKLF-CMTM1///CKLF,CKLF-CMTM1 readthrough///chemokine like factor,0.673,4.712,0.000983
219186_at,ZBTB7A,zinc finger and BTB domain containing 7A,-0.554,2.668,0.0338
219209_at,IFIH1,interferon induced with helicase C domain 1,1.3,6.666,0.0000275
219212_at,HSPA14,heat shock protein family A (Hsp70) member 14,0.927,4.041,0.00323
219230_at,TMEM100,transmembrane protein 100,-0.527,2.673,0.0335
219250_s_at,FLRT3,fibronectin leucine rich transmembrane protein 3,0.603,2.509,0.0438
219288_at,C3orf14,chromosome 3 open reading frame 14,1.036,5.42,0.000284
219295_s_at,PCOLCE2,procollagen C-endopeptidase enhancer 2,-2.328,10.874,1.24E-08
219298_at,ECHDC3,enoyl-CoA hydratase domain containing 3,-1.521,5.584,0.000214
219335_at,ARMCX5,"armadillo repeat containing, X-linked 5",0.477,2.508,0.0439
219362_at,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit",1.165,5.336,0.000329
219371_s_at,KLF2,Kruppel like factor 2,-1.156,2.61,0.0372
219389_at,SUSD4,sushi domain containing 4,0.551,2.735,0.0304
219392_x_at,PRR11,proline rich 11,0.801,5.56,0.000224
219395_at,MIR6773///ESRP2,microRNA 6773///epithelial splicing regulatory protein 2,0.631,2.535,0.0419
219398_at,CIDEC,cell death inducing DFFA like effector c,-1.188,9.342,0.00000022
219433_at,BCOR,BCL6 corepressor,1.49,5.124,0.000478
219443_at,TASP1,taspase 1,0.827,3.127,0.0158
219454_at,EGFL6,EGF like domain multiple 6,-0.654,3.634,0.00662
219474_at,C3orf52,chromosome 3 open reading frame 52,0.662,2.941,0.0216
219481_at,TTC13,tetratricopeptide repeat domain 13,1.245,4.368,0.00181
219482_at,SETD4,SET domain containing 4,0.813,3.387,0.0102
219494_at,RAD54B,RAD54 homolog B (S. cerevisiae),0.873,4.06,0.00315
219495_s_at,ZNF180,zinc finger protein 180,0.737,2.82,0.0265
219499_at,SEC61A2,Sec61 translocon alpha 2 subunit,0.453,2.502,0.0442
219523_s_at,TENM3,teneurin transmembrane protein 3,-0.774,2.531,0.0421
219534_x_at,CDKN1C,cyclin dependent kinase inhibitor 1C,-1.16,5.227,0.00000164
219540_at,ZNF267,zinc finger protein 267,0.619,3.1,0.0164
219549_s_at,RTN3,reticulon 3,-0.637,3.197,0.0139
219563_at,SYNE3///LINC00341,spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341,-0.843,4.834,0.000781
219569_s_at,SLC35G2,solute carrier family 35 member G2,-0.448,2.467,0.0464
219576_at,MAP7D3,MAP7 domain containing 3,-0.908,3.936,0.00388
219624_at,BAG4,BCL2 associated athanogene 4,-0.504,2.56,0.0402
219630_at,PDZK1IP1,PDZK1 interacting protein 1,0.622,2.902,0.0232
219678_x_at,DCLRE1C,DNA cross-link repair 1C,0.403,3.001,0.0195
219681_s_at,RAB11FIP1,RAB11 family interacting protein 1,0.935,2.816,0.0267
219689_at,SEMA3G,semaphorin 3G,-0.566,4.329,0.00193
219737_s_at,PCDH9,protocadherin 9,-1.758,10.536,6.62E-09
219738_s_at,PCDH9,protocadherin 9,-1.912,11.269,6.62E-09
219756_s_at,POF1B,"premature ovarian failure, 1B",0.931,2.874,0.0244
219762_s_at,RPL36,ribosomal protein L36,0.927,2.727,0.0307
219778_at,ZFPM2,"zinc finger protein, FOG family member 2",-0.743,3.196,0.014
219787_s_at,ECT2,epithelial cell transforming 2,0.852,4.665,0.00106
219806_s_at,SMCO4,single-pass membrane protein with coiled-coil domains 4,0.929,5.038,0.00055
219815_at,GAL3ST4,galactose-3-O-sulfotransferase 4,0.757,3.139,0.0154
219826_at,ZNF419,zinc finger protein 419,-0.562,3.392,0.0101
219840_s_at,TCL6,T-cell leukemia/lymphoma 6 (non-protein coding),-0.603,2.439,0.0486
219857_at,PLEKHS1,pleckstrin homology domain containing S1,0.64,3.823,0.00476
219874_at,SLC12A8,solute carrier family 12 member 8,0.463,2.814,0.0267
219884_at,LHX6,LIM homeobox 6,-0.908,3.816,0.00483
219886_at,CEP97,centrosomal protein 97,0.824,2.815,0.0267
219913_s_at,CRNKL1,crooked neck pre-mRNA splicing factor 1,1.337,6.129,0.000077
219918_s_at,ASPM,abnormal spindle microtubule assembly,0.906,3.544,0.00774
219935_at,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,-0.856,5.447,0.000271
219937_at,TRHDE,thyrotropin releasing hormone degrading enzyme,-0.784,3.812,0.00487
219947_at,CLEC4A,C-type lectin domain family 4 member A,0.594,3.174,0.0145
219972_s_at,PCNX4,pecanex homolog 4 (Drosophila),1.149,4.199,0.00247
219973_at,ARSJ,arylsulfatase family member J,0.764,3.984,0.0036
219976_at,HOOK1,hook microtubule tethering protein 1,1.109,5.146,0.000463
219999_at,MAN2A2,mannosidase alpha class 2A member 2,-0.755,3.135,0.0155
220044_x_at,LUC7L3,LUC7 like 3 pre-mRNA splicing factor,0.523,2.831,0.0043
220061_at,ACSM5,acyl-CoA synthetase medium-chain family member 5,-1.395,7.406,0.00000684
220065_at,TNMD,tenomodulin,-0.954,4.591,0.00121
220089_at,L2HGDH,L-2-hydroxyglutarate dehydrogenase,1.198,3.987,0.00358
220113_x_at,POLR1B,RNA polymerase I subunit B,0.464,2.664,0.034
220146_at,TLR7,toll like receptor 7,0.717,2.648,0.0349
220147_s_at,FAM60A,family with sequence similarity 60 member A,0.787,5.091,0.000503
220157_x_at,PLEKHA8P1,pleckstrin homology domain containing A8 pseudogene 1,-0.749,3.887,0.00425
220175_s_at,CBWD7///CBWD6///CBWD3///CBWD5///CBWD2///CBWD1,COBW domain containing 7///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1,0.689,2.886,0.0238
220200_s_at,KMT5A,lysine methyltransferase 5A,-0.996,3.232,0.0131
220206_at,ZMYM1,zinc finger MYM-type containing 1,0.608,2.59,0.0383
220234_at,CA8,carbonic anhydrase 8,-0.7,3.026,0.0186
220273_at,IL17B,interleukin 17B,0.559,3.373,0.0104
220296_at,,,0.723,4.042,#N/D
220326_s_at,ARHGEF40,Rho guanine nucleotide exchange factor 40,-0.671,3.115,0.00000054
220327_at,VGLL3,vestigial like family member 3,-0.963,4.125,0.00282
220337_at,NGB,neuroglobin,0.856,2.782,0.0282
220338_at,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2,0.724,3.644,0.00651
220342_x_at,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,0.781,2.87,0.000776
220360_at,THAP9,THAP domain containing 9,0.819,2.485,0.0452
220361_at,IQCH,IQ motif containing H,1.034,2.648,0.0349
220391_at,ZBTB3,zinc finger and BTB domain containing 3,0.887,4.071,0.00311
220392_at,EBF2,early B-cell factor 2,-0.511,2.823,0.0264
220472_at,ZCCHC4,zinc finger CCHC-type containing 4,0.853,3.445,0.00923
220525_s_at,AUP1,ancient ubiquitous protein 1,0.676,2.482,0.0455
220553_s_at,PRPF39,pre-mRNA processing factor 39,0.573,2.981,0.0201
220602_s_at,LOC101929479///LOC727751///LOC642423///GOLGA2P7///GOLGA2P10,golgin subfamily A member 2///golgin A2 pseudogene///golgin A2 pseudogene///golgin A2 pseudogene 7///golgin A2 pseudogene 10,0.545,3.792,0.00505
220625_s_at,ELF5,E74 like ETS transcription factor 5,0.816,2.786,0.0281
220706_at,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,-0.541,2.735,0.0304
220720_x_at,MZT2B,mitotic spindle organizing protein 2B,1.085,4.348,0.00187
220736_at,SLC19A3,solute carrier family 19 member 3,-0.532,2.7,0.0319
220926_s_at,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,0.943,4.84,0.000776
220933_s_at,ZCCHC6,zinc finger CCHC-type containing 6,0.603,2.591,0.0383
220948_s_at,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,0.944,5.429,0.000279
220966_x_at,ARPC5L,actin related protein 2/3 complex subunit 5 like,0.584,3.256,0.0125
220975_s_at,C1QTNF1,C1q and tumor necrosis factor related protein 1,-0.431,2.631,0.0359
220990_s_at,MIR21///VMP1,microRNA 21///vacuole membrane protein 1,0.63,3.153,0.0151
221009_s_at,ANGPTL4,angiopoietin like 4,-2.049,12.589,6.37E-10
221024_s_at,SLC2A10,solute carrier family 2 member 10,1.608,6.562,0.000034
221031_s_at,APOLD1,apolipoprotein L domain containing 1,-1.027,5.484,0.000251
221042_s_at,CLMN,calmin,-0.732,2.834,0.026
221069_s_at,TACO1,translational activator of cytochrome c oxidase I,-0.645,2.643,0.0352
221071_at,,,0.719,2.554,#N/D
221087_s_at,APOL3,apolipoprotein L3,-0.791,2.764,0.029
221131_at,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase",-0.872,5.144,0.000464
221191_at,STAG3L3,stromal antigen 3-like 3 (pseudogene),0.744,4.001,0.00349
221193_s_at,ZCCHC10,zinc finger CCHC-type containing 10,0.555,2.713,0.0313
221196_x_at,BRCC3,BRCA1/BRCA2-containing complex subunit 3,0.491,2.459,0.047
221230_s_at,ARID4B,AT-rich interaction domain 4B,0.546,3.318,0.0114
221246_x_at,TNS1,tensin 1,-0.89,4.514,0.00000421
221295_at,CIDEA,cell death-inducing DFFA-like effector a,-0.928,4.515,0.00137
221475_s_at,RPL15,ribosomal protein L15,0.578,2.659,0.0343
221479_s_at,BNIP3L,BCL2 interacting protein 3 like,-0.47,2.454,0.0474
221481_x_at,HNRNPD,heterogeneous nuclear ribonucleoprotein D,0.807,2.869,0.000469
221504_s_at,ATP6V1H,ATPase H+ transporting V1 subunit H,0.756,2.492,0.0448
221505_at,ANP32E,acidic nuclear phosphoprotein 32 family member E,0.863,4.766,0.000895
221509_at,DENR,density regulated re-initiation and release factor,0.442,2.64,0.0354
221521_s_at,GINS2,GINS complex subunit 2,1.284,4.918,0.000675
221536_s_at,LSG1,large 60S subunit nuclear export GTPase 1,0.829,3.665,0.00627
221540_x_at,GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2,"GTF2H2 family member C, copy 2///GTF2H2 family member C///general transcription factor IIH subunit 2B (pseudogene)///general transcription factor IIH subunit 2",0.617,2.982,0.0201
221553_at,MAGT1,magnesium transporter 1,1.12,5.431,0.000279
221558_s_at,LEF1,lymphoid enhancer binding factor 1,0.555,3.385,0.0102
221561_at,SOAT1,sterol O-acyltransferase 1,0.722,3.53,0.00794
221580_s_at,MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D,"microRNA 1304///small nucleolar RNA, C/D box 5///small nucleolar RNA, H/ACA box 32///small nucleolar RNA, H/ACA box 40///small nucleolar RNA, H/ACA box 18///small nucleolar RNA, H/ACA box 1///small nucleolar RNA, H/ACA box 8///TATA-box binding protein associated factor, RNA polymerase I subunit D",1.28,4.104,0.00292
221589_s_at,ALDH6A1,aldehyde dehydrogenase 6 family member A1,-0.563,2.649,0.00316
221599_at,AAMDC,adipogenesis associated Mth938 domain containing,-0.739,2.546,0.041
221610_s_at,STAP2,signal transducing adaptor family member 2,0.564,2.732,0.0305
221631_at,CACNA1I,calcium voltage-gated channel subunit alpha1 I,-0.689,2.907,0.023
221645_s_at,ZNF83,zinc finger protein 83,1.052,3.038,0.0182
221651_x_at,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,1.257,6.535,0.0000354
221652_s_at,ASUN,"asunder, spermatogenesis regulator",0.978,4.265,0.00218
221671_x_at,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant,1.197,5.697,0.0000354
221691_x_at,NPM1,nucleophosmin,1.109,5.947,0.000108
221704_s_at,VPS37B,"VPS37B, ESCRT-I subunit",0.695,2.586,0.0386
221731_x_at,VCAN,versican,0.681,2.754,0.0184
221747_at,TNS1,tensin 1,-1.233,7.681,0.00000421
221748_s_at,TNS1,tensin 1,-1.076,6.842,0.00000421
221750_at,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1,0.687,3.116,0.0161
221751_at,PANK3,pantothenate kinase 3,0.569,3.261,0.0124
221761_at,ADSS,adenylosuccinate synthase,0.577,3.534,0.00787
221765_at,UGCG,UDP-glucose ceramide glucosyltransferase,1.081,2.811,0.0269
221782_at,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,0.608,2.903,0.0232
221795_at,NTRK2,neurotrophic receptor tyrosine kinase 2,-1.192,5.545,0.000229
221796_at,NTRK2,neurotrophic receptor tyrosine kinase 2,-0.775,3.376,0.000229
221798_x_at,,,0.637,3.177,#N/D
221806_s_at,SETD5,SET domain containing 5,0.757,3.286,0.0119
221841_s_at,KLF4,Kruppel like factor 4,-1.538,5.527,0.000236
221872_at,RARRES1,retinoic acid receptor responder 1,1.553,5.052,0.000537
221874_at,KIAA1324,KIAA1324,0.571,3.594,0.00711
221875_x_at,HLA-F,"major histocompatibility complex, class I, F",0.75,2.554,0.0405
221885_at,DENND2A,DENN domain containing 2A,-0.687,3.411,0.00976
221891_x_at,SNORD14D///SNORD14C///HSPA8,"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8",0.474,2.825,0.0264
221919_at,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,0.817,4.153,0.000397
221922_at,GPSM2,G-protein signaling modulator 2,1.076,5.966,0.000105
221923_s_at,NPM1,nucleophosmin,0.75,5.032,0.000108
221928_at,ACACB,acetyl-CoA carboxylase beta,-1.783,9.611,2.13E-09
221931_s_at,SEH1L,SEH1 like nucleoporin,0.498,2.461,0.0469
221937_at,SYNRG,"synergin, gamma",0.566,3.089,0.0168
221950_at,EMX2,empty spiracles homeobox 2,-0.529,2.566,0.0399
221973_at,LOC100506123///LOC100506076,uncharacterized LOC100506123///uncharacterized LOC100506076,0.868,3.953,0.00379
221984_s_at,FAM134A,family with sequence similarity 134 member A,0.561,3.345,0.011
222018_at,NACA,nascent polypeptide-associated complex alpha subunit,0.922,4.511,0.00138
222036_s_at,MCM4,minichromosome maintenance complex component 4,1.297,4.868,0.000744
