ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
202540_s_at,1.51E-04,1.68E-06,5.19,4.90435,1.36,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
202539_s_at,1.51E-04,1.69E-06,5.19,4.90343,1.34,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
210375_at,1.54E-04,1.74E-06,-5.18,4.87537,-1.15,PTGER3,prostaglandin E receptor 3
209163_at,1.54E-04,1.74E-06,5.18,4.87357,1.09,CYB561,cytochrome b561
207057_at,1.66E-04,1.88E-06,-5.16,4.80069,-9.27E-01,SLC16A7,solute carrier family 16 member 7
200844_s_at,1.71E-04,1.94E-06,-5.15,4.76909,-8.45E-01,PRDX6,peroxiredoxin 6
218124_at,1.75E-04,2.00E-06,-5.14,4.74257,-9.55E-01,RETSAT,retinol saturase
206068_s_at,1.75E-04,2.00E-06,-5.14,4.73987,-1.32,ACADL,"acyl-CoA dehydrogenase, long chain"
221671_x_at,1.75E-04,2.01E-06,5.14,4.73848,1.2,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
218031_s_at,1.76E-04,2.03E-06,-5.14,4.72751,-1.47,FOXN3,forkhead box N3
203743_s_at,1.87E-04,2.17E-06,5.12,4.665,8.20E-01,TDG,thymine DNA glycosylase
208789_at,1.92E-04,2.23E-06,-5.12,4.63959,-1.4,PTRF,polymerase I and transcript release factor
210517_s_at,1.98E-04,2.31E-06,-5.11,4.60338,-1.3,AKAP12,A-kinase anchoring protein 12
217428_s_at,1.98E-04,2.32E-06,5.11,4.60127,1.33,COL10A1,collagen type X alpha 1 chain
217232_x_at,1.98E-04,2.33E-06,-5.1,4.59643,-1.47,HBB,hemoglobin subunit beta
217200_x_at,1.98E-04,2.34E-06,5.1,4.59354,8.23E-01,CYB561,cytochrome b561
209049_s_at,1.99E-04,2.36E-06,5.1,4.58534,1.11,ZMYND8,zinc finger MYND-type containing 8
209806_at,2.00E-04,2.38E-06,5.1,4.57871,1.21,HIST1H2BK,"histone cluster 1, H2bk"
201274_at,2.02E-04,2.42E-06,5.1,4.5625,1.74,PSMA5,proteasome subunit alpha 5
219148_at,2.05E-04,2.45E-06,5.09,4.54808,8.60E-01,PBK,PDZ binding kinase
214705_at,2.07E-04,2.49E-06,5.09,4.53389,1.75,PATJ,"PATJ, crumbs cell polarity complex component"
201540_at,2.10E-04,2.54E-06,-5.08,4.51565,-9.38E-01,FHL1,four and a half LIM domains 1
203414_at,2.10E-04,2.55E-06,-5.08,4.5115,-8.68E-01,MMD,monocyte to macrophage differentiation associated
212636_at,2.10E-04,2.55E-06,-5.08,4.5111,-9.24E-01,QKI,"QKI, KH domain containing RNA binding"
219298_at,2.14E-04,2.61E-06,-5.08,4.49017,-1.52,ECHDC3,enoyl-CoA hydratase domain containing 3
201416_at,2.14E-04,2.62E-06,5.08,4.48552,8.21E-01,SOX4,SRY-box 4
219392_x_at,2.24E-04,2.75E-06,5.06,4.43934,8.01E-01,PRR11,proline rich 11
204848_x_at,2.24E-04,2.76E-06,-5.06,4.43618,-1.02,HBG2///HBG1,hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
204363_at,2.24E-04,2.78E-06,-5.06,4.43164,-9.53E-01,F3,"coagulation factor III, tissue factor"
221795_at,2.29E-04,2.85E-06,-5.05,4.40543,-1.19,NTRK2,neurotrophic receptor tyrosine kinase 2
208451_s_at,2.29E-04,2.86E-06,5.05,4.40323,1.3,C4B_2///C4B///C4A,"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)"
212134_at,2.32E-04,2.90E-06,-5.05,4.39039,-7.47E-01,MIR6716///PHLDB1,microRNA 6716///pleckstrin homology like domain family B member 1
202023_at,2.36E-04,2.97E-06,5.04,4.36664,1.26,EFNA1,ephrin A1
221841_s_at,2.36E-04,2.97E-06,-5.04,4.36642,-1.54,KLF4,Kruppel like factor 4
209357_at,2.38E-04,3.01E-06,-5.04,4.35541,-1.01,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
203881_s_at,2.40E-04,3.05E-06,-5.04,4.34143,-1.11,DMD,dystrophin
203400_s_at,2.42E-04,3.09E-06,-5.03,4.33104,-1.5,TF,transferrin
222161_at,2.42E-04,3.10E-06,-5.03,4.3279,-1.33,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2
212097_at,2.43E-04,3.12E-06,-5.03,4.31967,-1.42,CAV1,caveolin 1
201111_at,2.44E-04,3.14E-06,5.03,4.31545,7.12E-01,CSE1L,chromosome segregation 1 like
214669_x_at,2.47E-04,3.20E-06,5.02,4.29719,9.43E-01,IGKC,immunoglobulin kappa constant
216868_s_at,2.47E-04,3.21E-06,-5.02,4.29475,-1.31,,
214113_s_at,2.47E-04,3.21E-06,5.02,4.29424,6.98E-01,RBM8A,RNA binding motif protein 8A
221031_s_at,2.51E-04,3.28E-06,-5.02,4.27216,-1.03,APOLD1,apolipoprotein L domain containing 1
212071_s_at,2.51E-04,3.29E-06,-5.02,4.27021,-9.99E-01,SPTBN1,"spectrin beta, non-erythrocytic 1"
204415_at,2.69E-04,3.54E-06,5,4.20085,1.31,IFI6,interferon alpha inducible protein 6
219935_at,2.71E-04,3.58E-06,-5,4.19199,-8.56E-01,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
221553_at,2.79E-04,3.71E-06,4.99,4.15707,1.12,MAGT1,magnesium transporter 1
220948_s_at,2.79E-04,3.72E-06,4.99,4.15398,9.44E-01,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1
208794_s_at,2.79E-04,3.72E-06,4.99,4.15323,1.29,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
219288_at,2.84E-04,3.80E-06,4.98,4.13344,1.04,C3orf14,chromosome 3 open reading frame 14
218239_s_at,2.88E-04,3.86E-06,4.98,4.11991,8.27E-01,GTPBP4,GTP binding protein 4
202220_at,2.90E-04,3.90E-06,4.97,4.10967,6.78E-01,KIAA0907,KIAA0907
213720_s_at,2.91E-04,3.93E-06,4.97,4.10188,1.32,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
39248_at,2.91E-04,3.95E-06,4.97,4.09688,1.26,AQP3,aquaporin 3 (Gill blood group)
203476_at,2.91E-04,3.96E-06,4.97,4.09514,8.21E-01,TPBG,trophoblast glycoprotein
201378_s_at,2.91E-04,3.97E-06,4.97,4.0932,7.79E-01,UBAP2L,ubiquitin associated protein 2 like
204070_at,3.00E-04,4.12E-06,4.96,4.05903,9.33E-01,RARRES3,retinoic acid receptor responder 3
205932_s_at,3.00E-04,4.12E-06,-4.96,4.05769,-1.12,MSX1,msh homeobox 1
201920_at,3.01E-04,4.15E-06,4.96,4.05188,1.07,SLC20A1,solute carrier family 20 member 1
204170_s_at,3.01E-04,4.16E-06,4.96,4.04945,1,CKS2,CDC28 protein kinase regulatory subunit 2
203216_s_at,3.01E-04,4.17E-06,4.96,4.0458,9.08E-01,MYO6,myosin VI
35776_at,3.03E-04,4.22E-06,-4.95,4.03625,-7.93E-01,ITSN1,intersectin 1
208186_s_at,3.04E-04,4.25E-06,-4.95,4.02926,-7.85E-01,LIPE,"lipase E, hormone sensitive type"
219362_at,3.29E-04,4.62E-06,4.93,3.94998,1.16,NAA35,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
209104_s_at,3.29E-04,4.62E-06,4.93,3.94895,1.46,NHP2,NHP2 ribonucleoprotein
208079_s_at,3.45E-04,4.86E-06,4.92,3.90212,1.28,AURKA,aurora kinase A
202712_s_at,3.45E-04,4.88E-06,4.92,3.89741,8.10E-01,CKMT1A///CKMT1B,"creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B"
200895_s_at,3.58E-04,5.08E-06,4.91,3.85947,1.07,FKBP4,FK506 binding protein 4
213309_at,3.70E-04,5.26E-06,-4.9,3.82629,-1.12,PLCL2,phospholipase C like 2
210740_s_at,3.74E-04,5.34E-06,-4.89,3.8126,-1.18,ITPK1,inositol-tetrakisphosphate 1-kinase
204271_s_at,3.76E-04,5.38E-06,-4.89,3.80625,-8.88E-01,EDNRB,endothelin receptor type B
205890_s_at,3.78E-04,5.42E-06,4.89,3.79799,1.24,UBD///GABBR1,ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1
214728_x_at,3.82E-04,5.50E-06,4.89,3.78512,1.11,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
214280_x_at,3.97E-04,5.73E-06,4.87,3.74618,9.23E-01,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
201301_s_at,3.99E-04,5.79E-06,4.87,3.73711,1.29,ANXA4,annexin A4
219534_x_at,4.08E-04,5.93E-06,-4.87,3.71401,-1.16,CDKN1C,cyclin dependent kinase inhibitor 1C
212653_s_at,4.08E-04,5.94E-06,-4.87,3.71151,-1.37,EHBP1,EH domain binding protein 1
202421_at,4.12E-04,6.03E-06,4.86,3.69803,7.71E-01,IGSF3,immunoglobulin superfamily member 3
205609_at,4.14E-04,6.07E-06,-4.86,3.69183,-9.55E-01,ANGPT1,angiopoietin 1
219093_at,4.14E-04,6.09E-06,-4.86,3.6882,-1.37,PID1,phosphotyrosine interaction domain containing 1
200910_at,4.14E-04,6.12E-06,4.86,3.6841,9.65E-01,LOC101927137///CCT3,uncharacterized LOC101927137///chaperonin containing TCP1 subunit 3
209604_s_at,4.16E-04,6.16E-06,4.86,3.67761,1.15,GATA3,GATA binding protein 3
217986_s_at,4.17E-04,6.20E-06,4.85,3.67254,1.2,BAZ1A,bromodomain adjacent to zinc finger domain 1A
212845_at,4.18E-04,6.22E-06,-4.85,3.66822,-7.40E-01,SAMD4A,sterile alpha motif domain containing 4A
217776_at,4.18E-04,6.25E-06,4.85,3.66439,1.17,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
205644_s_at,4.19E-04,6.28E-06,4.85,3.66041,8.18E-01,SNRPG,small nuclear ribonucleoprotein polypeptide G
203316_s_at,4.21E-04,6.33E-06,4.85,3.65267,7.46E-01,SNRPE,small nuclear ribonucleoprotein polypeptide E
32837_at,4.28E-04,6.46E-06,-4.84,3.63344,-6.67E-01,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
213648_at,4.29E-04,6.49E-06,4.84,3.62938,9.67E-01,EXOSC7,exosome component 7
212533_at,4.33E-04,6.58E-06,4.84,3.61502,9.49E-01,WEE1,WEE1 G2 checkpoint kinase
201539_s_at,4.33E-04,6.58E-06,-4.84,3.61496,-1.17,FHL1,four and a half LIM domains 1
210495_x_at,4.40E-04,6.71E-06,4.83,3.59664,1.15,FN1,fibronectin 1
212236_x_at,4.57E-04,6.99E-06,4.82,3.55838,9.74E-01,KRT17///JUP,keratin 17///junction plakoglobin
209513_s_at,4.58E-04,7.04E-06,-4.82,3.55248,-1.36,HSDL2,hydroxysteroid dehydrogenase like 2
202982_s_at,4.61E-04,7.09E-06,-4.82,3.54457,-1.67,ACOT1///ACOT2,acyl-CoA thioesterase 1///acyl-CoA thioesterase 2
219976_at,4.63E-04,7.14E-06,4.82,3.53815,1.11,HOOK1,hook microtubule tethering protein 1
221131_at,4.64E-04,7.18E-06,-4.82,3.53348,-8.72E-01,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase"
203337_x_at,4.68E-04,7.26E-06,-4.81,3.52259,-1.47,ITGB1BP1,integrin subunit beta 1 binding protein 1
209374_s_at,4.68E-04,7.29E-06,4.81,3.5192,1.44,IGHM,immunoglobulin heavy constant mu
213359_at,4.69E-04,7.32E-06,4.81,3.51472,1.46,HNRNPD,heterogeneous nuclear ribonucleoprotein D
210809_s_at,4.73E-04,7.41E-06,4.81,3.50316,7.60E-01,POSTN,periostin
219433_at,4.78E-04,7.52E-06,4.8,3.48977,1.49,BCOR,BCL6 corepressor
208051_s_at,4.78E-04,7.54E-06,4.8,3.48693,6.81E-01,PAIP1,poly(A) binding protein interacting protein 1
200708_at,4.78E-04,7.55E-06,4.8,3.48562,8.12E-01,GOT2,glutamic-oxaloacetic transaminase 2
208999_at,4.95E-04,7.86E-06,4.79,3.44752,8.52E-01,sep-08,septin 8
204537_s_at,4.95E-04,7.87E-06,-4.79,3.44725,-7.51E-01,MIR452///MIR224///GABRE,microRNA 452///microRNA 224///gamma-aminobutyric acid type A receptor epsilon subunit
215017_s_at,4.96E-04,7.90E-06,4.79,3.44326,9.49E-01,FNBP1L,formin binding protein 1 like
204123_at,5.02E-04,8.03E-06,4.79,3.42738,1.07,LIG3,DNA ligase 3
200671_s_at,5.02E-04,8.05E-06,-4.79,3.42544,-6.21E-01,SPTBN1,"spectrin beta, non-erythrocytic 1"
203986_at,5.03E-04,8.08E-06,-4.79,3.42172,-1.26,FAM47E-STBD1///FAM47E///STBD1,FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
220147_s_at,5.03E-04,8.10E-06,4.78,3.41927,7.87E-01,FAM60A,family with sequence similarity 60 member A
207828_s_at,5.05E-04,8.16E-06,4.78,3.41304,1.16,CENPF,centromere protein F
218542_at,5.07E-04,8.21E-06,4.78,3.40636,1.1,CEP55,centrosomal protein 55
200754_x_at,5.10E-04,8.28E-06,4.78,3.39878,8.24E-01,MIR636///SRSF2,microRNA 636///serine and arginine rich splicing factor 2
211430_s_at,5.18E-04,8.44E-06,4.77,3.38099,8.92E-01,MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1,microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)
209803_s_at,5.18E-04,8.47E-06,4.77,3.37786,1.26,PHLDA2,pleckstrin homology like domain family A member 2
202243_s_at,5.24E-04,8.58E-06,4.77,3.36502,1.48,PSMB4,proteasome subunit beta 4
209210_s_at,5.27E-04,8.65E-06,-4.77,3.357,-9.77E-01,FERMT2,fermitin family member 2
209550_at,5.35E-04,8.81E-06,-4.76,3.34007,-8.48E-01,NDN,"necdin, MAGE family member"
221872_at,5.37E-04,8.87E-06,4.76,3.33375,1.55,RARRES1,retinoic acid receptor responder 1
204224_s_at,5.43E-04,9.00E-06,4.76,3.32049,1.2,GCH1,GTP cyclohydrolase 1
207165_at,5.48E-04,9.10E-06,4.75,3.30939,1.37,HMMR,hyaluronan mediated motility receptor
219806_s_at,5.50E-04,9.16E-06,4.75,3.30323,9.29E-01,SMCO4,single-pass membrane protein with coiled-coil domains 4
210559_s_at,5.51E-04,9.21E-06,4.75,3.29874,1.04,CDK1,cyclin dependent kinase 1
211933_s_at,5.53E-04,9.29E-06,4.75,3.29024,7.92E-01,HNRNPA3///HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
221923_s_at,5.53E-04,9.30E-06,4.75,3.28938,7.50E-01,NPM1,nucleophosmin
217047_s_at,5.53E-04,9.31E-06,-4.75,3.28836,-7.54E-01,FAM13A,family with sequence similarity 13 member A
204962_s_at,5.54E-04,9.36E-06,4.75,3.28316,1,SLC35F6///CENPA,solute carrier family 35 member F6///centromere protein A
202464_s_at,5.54E-04,9.37E-06,-4.75,3.2824,-1.04,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
217809_at,5.68E-04,9.63E-06,4.74,3.25624,9.96E-01,BZW2,basic leucine zipper and W2 domains 2
213911_s_at,5.78E-04,9.84E-06,4.73,3.23621,9.42E-01,H2AFZ,H2A histone family member Z
207160_at,5.84E-04,9.97E-06,-4.73,3.22384,-1.01,IL12A,interleukin 12A
207275_s_at,5.84E-04,9.98E-06,-4.73,3.22273,-9.57E-01,ACSL1,acyl-CoA synthetase long-chain family member 1
212006_at,5.98E-04,1.03E-05,4.72,3.19708,1.19,UBXN4,UBX domain protein 4
205959_at,6.01E-04,1.03E-05,4.72,3.18941,1.17,MMP13,matrix metallopeptidase 13
201291_s_at,6.06E-04,1.04E-05,4.72,3.17944,1.3,TOP2A,topoisomerase (DNA) II alpha
218123_at,6.09E-04,1.05E-05,4.72,3.1721,9.22E-01,C21orf59,chromosome 21 open reading frame 59
59644_at,6.19E-04,1.07E-05,4.71,3.15475,9.81E-01,BMP2K,BMP2 inducible kinase
202018_s_at,6.20E-04,1.08E-05,4.71,3.15085,1.95,LTF,lactotransferrin
203992_s_at,6.23E-04,1.08E-05,4.71,3.14406,1.14,KDM6A,lysine demethylase 6A
214212_x_at,6.25E-04,1.09E-05,-4.71,3.13818,-1.3,FERMT2,fermitin family member 2
202200_s_at,6.32E-04,1.11E-05,4.7,3.12574,6.87E-01,SRPK1,SRSF protein kinase 1
213756_s_at,6.32E-04,1.11E-05,-4.7,3.12277,-9.89E-01,HSF1,heat shock transcription factor 1
201273_s_at,6.56E-04,1.15E-05,4.69,3.08624,9.19E-01,SRP9,signal recognition particle 9
202396_at,6.60E-04,1.16E-05,4.69,3.07722,7.02E-01,TCERG1,transcription elongation regulator 1
211458_s_at,6.66E-04,1.18E-05,-4.69,3.0654,-1.64,GABARAPL3///GABARAPL1,GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1
216207_x_at,6.66E-04,1.18E-05,4.69,3.06474,1.28,IGKC,immunoglobulin kappa constant
203814_s_at,6.66E-04,1.18E-05,-4.69,3.06157,-9.09E-01,NQO2,NAD(P)H quinone dehydrogenase 2
203740_at,6.71E-04,1.19E-05,4.68,3.05304,9.33E-01,MPHOSPH6,M-phase phosphoprotein 6
221521_s_at,6.75E-04,1.21E-05,4.68,3.04384,1.28,GINS2,GINS complex subunit 2
201842_s_at,6.84E-04,1.23E-05,-4.68,3.02788,-8.92E-01,EFEMP1,EGF containing fibulin like extracellular matrix protein 1
45288_at,6.84E-04,1.23E-05,-4.68,3.02682,-9.20E-01,ABHD6,abhydrolase domain containing 6
202942_at,6.98E-04,1.26E-05,-4.67,3.00637,-1.5,ETFB,electron transfer flavoprotein beta subunit
217820_s_at,7.03E-04,1.27E-05,4.67,2.99747,6.13E-01,ENAH,enabled homolog (Drosophila)
211699_x_at,7.22E-04,1.31E-05,-4.66,2.96989,-1.64,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
206976_s_at,7.27E-04,1.32E-05,4.66,2.96095,9.41E-01,HSPH1,heat shock protein family H (Hsp110) member 1
209894_at,7.44E-04,1.35E-05,-4.65,2.93545,-1.25,LEPROT///LEPR,leptin receptor overlapping transcript///leptin receptor
222036_s_at,7.44E-04,1.36E-05,4.65,2.93362,1.3,MCM4,minichromosome maintenance complex component 4
202089_s_at,7.44E-04,1.36E-05,4.65,2.93194,8.57E-01,SLC39A6,solute carrier family 39 member 6
205863_at,7.48E-04,1.37E-05,-4.65,2.92452,-1.2,S100A12,S100 calcium binding protein A12
205339_at,7.53E-04,1.38E-05,4.64,2.91547,6.39E-01,STIL,SCL/TAL1 interrupting locus
202503_s_at,7.57E-04,1.39E-05,4.64,2.90851,5.94E-01,KIAA0101,KIAA0101
209485_s_at,7.74E-04,1.43E-05,-4.64,2.88337,-8.67E-01,OSBPL1A,oxysterol binding protein like 1A
218696_at,7.74E-04,1.43E-05,4.64,2.883,8.56E-01,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
201947_s_at,7.74E-04,1.44E-05,4.63,2.87964,1.53,CCT2,chaperonin containing TCP1 subunit 2
201818_at,7.74E-04,1.44E-05,4.63,2.87822,8.75E-01,LPCAT1,lysophosphatidylcholine acyltransferase 1
220926_s_at,7.76E-04,1.45E-05,4.63,2.87338,9.43E-01,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
209969_s_at,7.77E-04,1.45E-05,4.63,2.87053,1.13,STAT1,signal transducer and activator of transcription 1
203313_s_at,7.79E-04,1.46E-05,4.63,2.86548,1.1,TGIF1,TGFB induced factor homeobox 1
219563_at,7.81E-04,1.46E-05,-4.63,2.86146,-8.43E-01,SYNE3///LINC00341,spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341
203755_at,7.84E-04,1.47E-05,4.63,2.85553,7.13E-01,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
213765_at,8.16E-04,1.54E-05,-4.62,2.81514,-1.23,MFAP5,microfibrillar associated protein 5
200996_at,8.25E-04,1.56E-05,4.61,2.80221,9.14E-01,ACTR3,ARP3 actin related protein 3 homolog
208682_s_at,8.33E-04,1.58E-05,4.61,2.79175,1.55,MAGED2,MAGE family member D2
216442_x_at,8.47E-04,1.61E-05,4.6,2.77378,8.78E-01,FN1,fibronectin 1
209146_at,8.66E-04,1.65E-05,4.6,2.74978,7.96E-01,MSMO1,methylsterol monooxygenase 1
202912_at,8.69E-04,1.66E-05,-4.6,2.74444,-8.34E-01,ADM,adrenomedullin
218846_at,8.77E-04,1.68E-05,4.59,2.73356,7.23E-01,MED23,mediator complex subunit 23
221505_at,8.95E-04,1.72E-05,4.59,2.71244,8.63E-01,ANP32E,acidic nuclear phosphoprotein 32 family member E
213931_at,8.96E-04,1.72E-05,4.59,2.70953,1.02,ID2B///ID2,"inhibitor of DNA binding 2B, HLH protein (pseudogene)///inhibitor of DNA binding 2, HLH protein"
201724_s_at,8.96E-04,1.72E-05,4.59,2.70772,8.16E-01,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
209127_s_at,9.02E-04,1.74E-05,4.58,2.6983,5.99E-01,SART3,squamous cell carcinoma antigen recognized by T-cells 3
206100_at,9.09E-04,1.76E-05,-4.58,2.68825,-9.36E-01,CPM,carboxypeptidase M
203851_at,9.09E-04,1.76E-05,-4.58,2.68705,-1.14,IGFBP6,insulin like growth factor binding protein 6
213236_at,9.52E-04,1.85E-05,-4.57,2.64182,-1.07,SASH1,SAM and SH3 domain containing 1
202202_s_at,9.67E-04,1.88E-05,-4.56,2.62463,-8.41E-01,LAMA4,laminin subunit alpha 4
203124_s_at,9.73E-04,1.90E-05,4.56,2.61678,1.15,SLC11A2,solute carrier family 11 member 2
209694_at,9.73E-04,1.90E-05,4.56,2.61472,9.16E-01,PTS,6-pyruvoyltetrahydropterin synthase
202935_s_at,9.74E-04,1.91E-05,4.56,2.61136,8.59E-01,SOX9,SRY-box 9
218331_s_at,9.83E-04,1.93E-05,4.56,2.6009,7.66E-01,FAM208B,family with sequence similarity 208 member B
209744_x_at,9.83E-04,1.94E-05,4.55,2.59879,8.27E-01,ITCH,itchy E3 ubiquitin protein ligase
219161_s_at,9.83E-04,1.94E-05,4.55,2.59611,6.73E-01,CKLF-CMTM1///CKLF,CKLF-CMTM1 readthrough///chemokine like factor
212592_at,9.93E-04,1.97E-05,4.55,2.58446,1.16,JCHAIN,joining chain of multimeric IgA and IgM
208740_at,1.00E-03,1.98E-05,-4.55,2.57624,-8.38E-01,SAP18,Sin3A associated protein 18
218783_at,1.01E-03,2.02E-05,4.54,2.56019,1.17,INTS7,integrator complex subunit 7
219083_at,1.02E-03,2.03E-05,4.54,2.55499,9.69E-01,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor"
212626_x_at,1.03E-03,2.06E-05,4.54,2.54214,1.02,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2)
210299_s_at,1.03E-03,2.06E-05,-4.54,2.54203,-1.47,FHL1,four and a half LIM domains 1
215587_x_at,1.03E-03,2.06E-05,4.54,2.54049,8.85E-01,,
210762_s_at,1.03E-03,2.06E-05,-4.54,2.5388,-9.28E-01,DLC1,DLC1 Rho GTPase activating protein
200943_at,1.04E-03,2.09E-05,4.53,2.52755,1.06,HMGN1,high mobility group nucleosome binding domain 1
201432_at,1.06E-03,2.14E-05,-4.53,2.50611,-7.21E-01,CAT,catalase
222043_at,1.06E-03,2.14E-05,-4.53,2.50556,-1.03,CLU,clusterin
201385_at,1.06E-03,2.15E-05,4.53,2.49956,1.26,DHX15,DEAH-box helicase 15
219787_s_at,1.06E-03,2.16E-05,4.53,2.4947,8.52E-01,ECT2,epithelial cell transforming 2
203432_at,1.08E-03,2.19E-05,4.52,2.48086,1.09,TMPO,thymopoietin
204510_at,1.08E-03,2.20E-05,4.52,2.47718,6.48E-01,CDC7,cell division cycle 7
201277_s_at,1.10E-03,2.24E-05,4.52,2.45979,1.31,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
212621_at,1.12E-03,2.29E-05,4.51,2.43992,8.48E-01,NEMP1,nuclear envelope integral membrane protein 1
202854_at,1.13E-03,2.32E-05,4.51,2.42866,6.75E-01,HPRT1,hypoxanthine phosphoribosyltransferase 1
201074_at,1.13E-03,2.34E-05,4.5,2.42191,1.02,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
210869_s_at,1.14E-03,2.35E-05,-4.5,2.4181,-1.15,MIR6756///MCAM,microRNA 6756///melanoma cell adhesion molecule
208698_s_at,1.15E-03,2.39E-05,4.5,2.40223,1.11,NONO,"non-POU domain containing, octamer-binding"
212931_at,1.16E-03,2.41E-05,4.5,2.39296,7.58E-01,TCF20,transcription factor 20
209326_at,1.17E-03,2.43E-05,4.49,2.38601,6.13E-01,SLC35A2,solute carrier family 35 member A2
222266_at,1.17E-03,2.43E-05,4.49,2.38437,1.01,,
204798_at,1.17E-03,2.45E-05,4.49,2.37858,1.04,MYB,"MYB proto-oncogene, transcription factor"
203228_at,1.18E-03,2.46E-05,4.49,2.37376,7.21E-01,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3
201711_x_at,1.19E-03,2.50E-05,4.49,2.3596,9.43E-01,RANBP2,RAN binding protein 2
203229_s_at,1.19E-03,2.50E-05,4.49,2.3593,8.38E-01,CLK2,CDC like kinase 2
212560_at,1.19E-03,2.50E-05,4.49,2.35837,7.20E-01,SORL1,sortilin related receptor 1
215629_s_at,1.21E-03,2.55E-05,4.48,2.34079,8.09E-01,MIR15A///DLEU2L///DLEU2,microRNA 15a///deleted in lymphocytic leukemia 2-like///deleted in lymphocytic leukemia 2 (non-protein coding)
215380_s_at,1.21E-03,2.56E-05,4.48,2.33722,6.75E-01,GGCT,gamma-glutamylcyclotransferase
207483_s_at,1.21E-03,2.56E-05,4.48,2.3354,1.04,CAND1,cullin associated and neddylation dissociated 1
220065_at,1.21E-03,2.56E-05,-4.48,2.33428,-9.54E-01,TNMD,tenomodulin
214096_s_at,1.24E-03,2.63E-05,4.47,2.31148,8.71E-01,SHMT2,serine hydroxymethyltransferase 2
202314_at,1.24E-03,2.64E-05,4.47,2.30717,7.81E-01,LRRD1///CYP51A1,leucine rich repeats and death domain containing 1///cytochrome P450 family 51 subfamily A member 1
202956_at,1.25E-03,2.68E-05,4.47,2.29274,7.59E-01,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1
218711_s_at,1.27E-03,2.72E-05,-4.46,2.28068,-8.60E-01,SDPR,serum deprivation response
213397_x_at,1.27E-03,2.72E-05,-4.46,2.28019,-9.22E-01,RNASE4,ribonuclease A family member 4
201493_s_at,1.27E-03,2.72E-05,4.46,2.27862,8.90E-01,PUM2,pumilio RNA binding family member 2
211936_at,1.27E-03,2.74E-05,4.46,2.27196,1.27,HSPA5,heat shock protein family A (Hsp70) member 5
209189_at,1.27E-03,2.74E-05,-4.46,2.27164,-2.11,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit"
202911_at,1.27E-03,2.75E-05,4.46,2.27002,8.35E-01,MSH6,mutS homolog 6
203962_s_at,1.27E-03,2.76E-05,4.46,2.26427,7.05E-01,NEBL,nebulette
205133_s_at,1.29E-03,2.79E-05,4.46,2.25431,6.84E-01,HSPE1,heat shock protein family E (Hsp10) member 1
